CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	405662	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	413982	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	419355	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	428305	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	432969	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	450483	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	454761	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
73340655000182	FUNDACAO APOIO REC GENET BIOT DALMO CATAULI GIACOMETTI	455484	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73514044000103	CRIOLA	517346	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73542698000140	ASSOCIACAO QUILOMBOLAS DE MORADORES DO POVOADO MATA DE	619090	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73571747000173	CLUBE DE M RENASCER DA CRIANCA E DO ADOLESC E IDOSO	586089	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73576894000136	ASSOCIACAO ESCOLA CLINICA SANTA TEREZINHA	466010	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
73610818000108	FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA	538396	MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73686370000106	INSTITUICAO ADV DE EDUC E ASSIST SOCIAL ESTE BRASILEIRA	507182	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73812190000115	ASSOCIACAO DOS PEQUENOS PRODUTORES E TRABALHADORES RURA	526660	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73837197000191	ASSOCIACAO COMUNITARIA DOS MUNICIPES DE VITORINO FREIRE	576269	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73874638000125	ASSOC PAIS E AMIGOS DOS EXCEPCIONAIS DE ESTRELA DO SUL	488366	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
73883340000181	ASSOCIACAO DE PEQUENOS PRODUTORES DE CACHOEIRA	543717	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	546725	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	546726	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	546728	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	556726	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	556727	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	556728	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	556729	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	576567	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	586847	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	586848	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	586849	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
74180340000188	FUNDACAO DE ESTUDOS E PESQUISAS EM ADMINISTRACAO	597595	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
74875873000184	GRUPO PELA LIVRE EXPRESSAO SEXUAL	569333	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
74875873000184	GRUPO PELA LIVRE EXPRESSAO SEXUAL	594794	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
75313445000120	CENTRO DE TRADICOES GAUCHAS JUCA RUIVO	732033	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
75332817000166	ASSOCIACAO CULTURAL E ESPORTIVA DE APUCARANA	635058	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
75429605000100	ASSOCIACAO CRISTA DE DEFICIENTES FISICOS DE FOZ DO IGUA	399558	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
75669457000192	ASSOCIACAO BRASILEIRA DE BACHAREIS EM TURISMO - PARANA	593954	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
75683276000110	IRMANDADE DA SANTA CASA DE MISERICORDIA DE PRUDENTOPOL	712442	MINISTERIO DA SAUDE	SICONV (MOTIVO NÃO ESPECIFICADO)
75957431000140	ASSOCIACAO NOSSA SENHORA APARECIDA DE TURVO	552114	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
76212265000115	IRMANDADE DA STA CASA DE MIS N S ROSARIO DE COLOMBO	621989	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
76276617000287	SOBRACON SOC BRAS DE COMANDO NUMERICO E AUTOMAT INDUSTR	117482	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	INSTAURAÇÃO DE TCE
76557891000143	ASSOCIACAO PARANAENSE DE REABILITACAO	300476	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
76575604000128	SOCIEDADE EVANGELICA BENEFICENTE DE CURITIBA	708657	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
76583897000195	ASSOCIACAO DOS APICULTORES DE URUSSANGA	118782	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
76715101000100	ASSOCIACAO CULTURAL E BENEFICENTE NIPO-BRASILEIRA DE CU	737526	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
