CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
05320172000166	FUNDACAO PRO-CEFET/RJ	577348	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05320375000152	ASSOCIACAO PARANAENSE DA INDUSTRIA TEXTIL E DO VESTUARI	510060	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05320375000152	ASSOCIACAO PARANAENSE DA INDUSTRIA TEXTIL E DO VESTUARI	526302	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05329268000195	CENTRO DE CULTURA UM CANTO PARA MARTIN FIERRO	722275	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05329846000193	ASSOCIACAO GUAPORE PRO-EVENTOS	634933	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05334943000174	GTS-GESTAO DE TECNOLOGIA SOCIAL	487290	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05338770000162	CLUBE DE MAES E PAIS SANTA CATARINA	580084	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05338912000191	SOCIEDADE BRASILEIRA DE AQUICULTURA E BIOLOGIA AQUATICA	480213	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05338912000191	SOCIEDADE BRASILEIRA DE AQUICULTURA E BIOLOGIA AQUATICA	501308	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05339079000101	ESCOLA PARA O DESENVOLVIMENTO DE NEGOCIOS SUSTENTAVEIS	487680	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05347002000175	FUNDACAO DE ASSISTENCIA SOCIO-EDUCATIVA E CULTURAL - FA	600134	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05347002000175	FUNDACAO DE ASSISTENCIA SOCIO-EDUCATIVA E CULTURAL - FA	729566	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05354529000127	ARTESANATO SOLIDARIO: PROGRAMAS DE APOIO AO ARTESANATO	553462	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05357623000130	CENTRAL NACIONAL DEMOCRATICA SINDICAL	512777	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
05357623000130	CENTRAL NACIONAL DEMOCRATICA SINDICAL	532483	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
05358397000101	ASSOCIACAO DO MOVIMENTO DE ALFABETIZACAO DE JOVENS E AD	704415	MINISTERIO DA PESCA E AQUICULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05361195000119	CENTRAL DAS ORGANIZACOES RURAIS DE RORAINOPOLIS	650880	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05361195000119	CENTRAL DAS ORGANIZACOES RURAIS DE RORAINOPOLIS	650881	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05363403000119	SINDICATO DOS TRABALHADORES RURAIS DE MAE DO RIO	568211	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05364550000103	AGENCIA DO CREDITO	749665	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05364945000106	ASSOCIACAO PAULISTA DE ESPORTES UNIVERSITARIOS	487152	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
05371702000103	GRUPO DE COMUNICACAO E EDUCACAO POPULAR TERRA DE PRETO	510955	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05372199000100	CENTRO DE DIVERSIDADE CULTURAL TEATRO ARMAZEM	521355	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05375747000148	INSTITUTO LABORE DE EDUCACAO PROFISSIONAL E INTEGRACAO	723883	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05378378000147	BIOFABRICA MOSCAMED BRASIL - BIOMOSCAMED	500356	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05378378000147	BIOFABRICA MOSCAMED BRASIL - BIOMOSCAMED	581814	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05382922000124	ASSOCIACAO CULTIVANDO VIDAS	533604	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05386519000173	PROJETO ATELIER E GALERIA MENINOS DA ENSEADA	706219	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05388488000190	AM FILMES DIGITAIS	521353	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05391778000192	ASSOCIACAO COMUNITARIA JOSE MARTI	594797	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05392776000118	KM FINAL MOTO GRUPO	611073	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05395850000150	FEDERACAO DOS TRABALHADORES NA AGRICULTURA DO ESTADO DO	489614	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05398088000165	IEPE - INSTITUTO DE PESQUISA E FORMACAO INDIGENA	576580	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05398088000165	IEPE - INSTITUTO DE PESQUISA E FORMACAO INDIGENA	715354	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05400024000151	CONFEDERACAO NACIONAL DOS EVANGELICOS - CONAE	601761	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05400418000100	ORGANIZACAO NAO GOVERNAMENTAL AGUAS VIVAS: HOMEM - MEIO	541226	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05404153000118	ORGANIZACAO DE MUDANCA SOCIAL AME A AMAZONIA	498365	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
05405041000181	ASSOCIACAO SEMEAR	637898	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05405621000179	AGENCIA REGIONAL DE COMERCIALIZAO DO SERTAO SERGIPANO	472937	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05406519000198	I-TEC INCUBADORA DE EMPRESAS DE BASE TECNOLOGICA	514480	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05406571000144	FEDERACAO DE BASQUETEBOL DO DISTRITO FEDERAL - FBDF	555676	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05412517000101	ASSOCIACAO CULTURAL OS NEGOES	517810	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05412517000101	ASSOCIACAO CULTURAL OS NEGOES	522265	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05412517000101	ASSOCIACAO CULTURAL OS NEGOES	535471	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05412517000101	ASSOCIACAO CULTURAL OS NEGOES	577745	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05413502000168	ASSOCIACAO CULTURAL LIBERDADE E BARRA - ACLB	527024	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05418239000108	FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO JOAO DE	566950	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05419156000125	FUNDACAO GOMES DE SOUSA	577198	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05421267000176	INSTITUTO GENE BLUMENAU	515626	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05421267000176	INSTITUTO GENE BLUMENAU	631718	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05421267000176	INSTITUTO GENE BLUMENAU	651931	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05421267000176	INSTITUTO GENE BLUMENAU	702416	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	SICONV (MOTIVO NÃO ESPECIFICADO)
05421988000186	JARDIM MIRIAM ARTE CLUBE - JAMAC	601506	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05422040000145	ASCOM - ASSOCIACAO COMUNITARIA DE SAO SEBASTIAO/DF	740490	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	SICONV (MOTIVO NÃO ESPECIFICADO)
05426873000184	ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE	629051	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05427114000136	AGERE - COOPERACAO EM ADVOCACY	487489	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05427114000136	AGERE - COOPERACAO EM ADVOCACY	527801	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05427114000136	AGERE - COOPERACAO EM ADVOCACY	545074	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05427114000136	AGERE - COOPERACAO EM ADVOCACY	575669	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05427114000136	AGERE - COOPERACAO EM ADVOCACY	576937	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05427114000136	AGERE - COOPERACAO EM ADVOCACY	627617	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05427114000136	AGERE - COOPERACAO EM ADVOCACY	638888	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
05427114000136	AGERE - COOPERACAO EM ADVOCACY	718639	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05428863000188	FUNDACAO CULTURAL SANTA EDWIGES	629347	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05432867000130	4 CANTOS DO MUNDO	562569	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05444789000193	MOVIMENTO PELA LIVRE ORIENTACAO SEXUAL	610991	MINISTERIO DA CULTURA	INSTAURAÇÃO DE TCE
05445985000182	GRUPO DE COOPERACAO AGRICOLA CLEONICE ALVES - GCAL	517738	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05446096000130	PROJETO LILAS - INSTITUTO DE ESTUDOS E PESQUISAS PARA P	519106	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
05446423000153	ASSOCIACAO DE PROMOCAO HUMANA SERUMANO	576576	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05446423000153	ASSOCIACAO DE PROMOCAO HUMANA SERUMANO	636781	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
05448371000154	GALPAO DE ARTE	533626	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05448371000154	GALPAO DE ARTE	574929	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05453981000146	CENTRO INTERDISCIPLINAR DE ASSISTENCIA E PESQUISA EM EN	601267	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
05454193000174	SOCIEDADE CULTURAL E RECREATIVA DINHA DO ACARAJE	537154	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05457900000186	ALDEIA GUAIMIABA	483918	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05457900000186	ALDEIA GUAIMIABA	513494	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05463366000110	FUNDACAO AJURI DE APOIO AO DESENVOLVIMENTO DA UNIVERSID	532048	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05465506000190	PEOPLE'S PALACE PROJECTS DO BRASIL	515319	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
05470415000142	PROJETOS AMBIENTAIS SOCIAIS EDUCACIONAIS DOS MULTI PROF	609202	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
05471900000130	ASSOCIACAO GRUPO IPE AMARELO DE CONSCIENTIZACAO E LUTA	571436	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
05477830000128	ASSOCIACAO PETROPOLITANA DE ESTUDANTES	590733	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05481950000107	INSTITUTO PRAXIS DE EDUCACAO, CULTURA E ACAO SOCIAL	630881	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05481950000107	INSTITUTO PRAXIS DE EDUCACAO, CULTURA E ACAO SOCIAL	631126	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05481950000107	INSTITUTO PRAXIS DE EDUCACAO, CULTURA E ACAO SOCIAL	633835	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05482982000119	INSTITUTO BRASIL PRESERVACAO AMBIENTAL E DESENVOLVIMENT	571452	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
05485707000159	ASSOCIACAO DE AMIGOS 100 SARUGA	533790	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05486228000157	INSTITUTO DE APOIO, PROTECAO A PESQUISA, EDUCACAO E CUL	575552	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05486228000157	INSTITUTO DE APOIO, PROTECAO A PESQUISA, EDUCACAO E CUL	603368	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05490237000111	ASSOCIACAO DE PRODUTORES RURAIS DORCELINA FOLIADORA	596418	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05490237000111	ASSOCIACAO DE PRODUTORES RURAIS DORCELINA FOLIADORA	599208	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05490348000128	ASSOCIACAO BRASILEIRA PARA O AVANCO CONJUNTO DA FILOSOF	483449	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05491053000176	OPAI OBRAS DE PROMOCAO E ASSISTENCIA A INFANCIA E A ADO	481430	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05491053000176	OPAI OBRAS DE PROMOCAO E ASSISTENCIA A INFANCIA E A ADO	513083	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
05491053000176	OPAI OBRAS DE PROMOCAO E ASSISTENCIA A INFANCIA E A ADO	542380	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05491500000197	ORGANIZACAO DA EDUCACAO INDIGENA XACRIABA	575617	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05493798000174	ASSOCIACAO SALVAMAR DE ASSISTENCIA A CRIANCA E AO ADOLE	527575	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05496570000138	ARCO SERTAO BAHIA	596971	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
05496570000138	ARCO SERTAO BAHIA	651506	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05503904000153	INSTITUTO CARRARO	611280	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05506355000170	ASSOCIACAO DE TRANSGENEROS DE TRAMANDAI	638545	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05506355000170	ASSOCIACAO DE TRANSGENEROS DE TRAMANDAI	638905	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05513306000165	INSTITUTO BRASILEIRO DE ENERGIA E MATERIAIS - IBEM	501748	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05522122000161	MOVIMENTO GAY LEOES DO NORTE	601283	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05522122000161	MOVIMENTO GAY LEOES DO NORTE	707187	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05523650000135	INSTITUTO BRASILEIROS AMIGOS DA VIDA	511797	MINISTERIO DO ESPORTE	INSTAURAÇÃO DE TCE
05529563000195	CIA EXPERIMENTAL DE FORMACAO E PRODUCAO CULTURAL DE PAL	702979	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05530385000112	FUNDACAO DE DESENVOLVIMENTO PARA O TURISMO DE ARAXA E R	628711	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05534041000181	FUNDACAO MARIA FERNANDES DOS SANTOS	523770	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05534041000181	FUNDACAO MARIA FERNANDES DOS SANTOS	564145	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05534041000262	FUNDACAO MARIA FERNANDES DOS SANTOS	548206	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05534041000262	FUNDACAO MARIA FERNANDES DOS SANTOS	552433	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
05534041000262	FUNDACAO MARIA FERNANDES DOS SANTOS	552434	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05534041000262	FUNDACAO MARIA FERNANDES DOS SANTOS	592004	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
05534041000262	FUNDACAO MARIA FERNANDES DOS SANTOS	618478	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05535941000143	ENSINANDO - ORGANIZACAO NAO GOVERNAMENTAL (ONG)	701695	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05537081000187	ASSOCIACAO JOAO DIAS DE KUNG-FU DESPORTO E FITNESS	570366	MINISTERIO DO ESPORTE	IRREGULARIDADES NA EXECUÇÃO
05542138000136	AGENCIA DE DESENVOLVIMENTO EDUCACIONAL E SOCIAL BRASILE	640414	MINISTERIO DA JUSTICA	INSTAURAÇÃO DE TCE
05542138000136	AGENCIA DE DESENVOLVIMENTO EDUCACIONAL E SOCIAL BRASILE	702032	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05543350000118	FEDERACAO DAS ORGANIZACOES INDIGENAS DO RIO NEGRO	507025	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05543350000118	FEDERACAO DAS ORGANIZACOES INDIGENAS DO RIO NEGRO	715393	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05549002000158	CLUBE ESCOLAR SINODAL PROGRESSO	577350	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05549002000158	CLUBE ESCOLAR SINODAL PROGRESSO	603358	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05549985000122	SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA	394705	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05549985000122	SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA	394718	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05549985000122	SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA	405645	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05555408000143	GAJUC-PB., GABINETE DE ASSESSORIA JURIDICA CIDADA EM PO	544579	MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	705011	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	705689	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	715847	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	718069	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	719501	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05559151000106	ORGANIZACAO TRAJETORIA MUNDIAL	732424	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05577699000170	CENTRO DE CIENCIA, TECNOLOGIA E INOVACAO DO POLO INDUST	541206	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05579673000161	ASSOCIACAO CULTURAL E ESPORTIVA GILEAD	566117	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05582954000173	ASSOCIACAO BUMBA MEU BOI D AGUA	556681	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05585986000122	INSTITUTO SESEMAR - ASSESSORIA E APOIO AOS POVOS DAS SE	700187	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
05585986000122	INSTITUTO SESEMAR - ASSESSORIA E APOIO AOS POVOS DAS SE	723488	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	SICONV (MOTIVO NÃO ESPECIFICADO)
05585986000122	INSTITUTO SESEMAR - ASSESSORIA E APOIO AOS POVOS DAS SE	750169	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
05596938000130	INSTITUTO DA CIDADE	619316	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05605194000172	ASSOCIACAO DOS AMIGOS DA VIOLA DE PARDINHO - AAVP	565438	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05608822000173	ASSOCIACAO DE KITESURF DO CEARA (AKC)	485527	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05608822000173	ASSOCIACAO DE KITESURF DO CEARA (AKC)	532106	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
